{0 mrtmp.srt-0-1 209567 1589314921262147470 1589314921264342186}
{0 mrtmp.srt-0-21 145371 1589314921265393381 1589314921265748607}
{0 mrtmp.srt-0-7 217235 1589314921267150496 1589314921268000736}
{0 mrtmp.srt-0-32 214261 1589314921269511321 1589314921270299284}
{0 mrtmp.srt-0-22 212051 1589314921271777179 1589314921272391053}
{0 mrtmp.srt-0-4 210093 1589314921273831099 1589314921274456541}
{0 mrtmp.srt-0-28 213005 1589314921276001362 1589314921276820225}
{0 mrtmp.srt-0-24 141231 1589314921277818021 1589314921278338207}
{0 mrtmp.srt-0-16 142437 1589314921279291740 1589314921279823584}
{0 mrtmp.srt-0-27 217345 1589314921281337957 1589314921282145693}
{0 mrtmp.srt-0-13 143509 1589314921283141150 1589314921283497565}
{0 mrtmp.srt-0-5 208467 1589314921284917864 1589314921285621670}
{0 mrtmp.srt-0-23 218697 1589314921287206621 1589314921288015567}
{0 mrtmp.srt-0-29 134989 1589314921288959030 1589314921289422999}
{0 mrtmp.srt-0-20 212245 1589314921290932752 1589314921291985170}
{0 mrtmp.srt-0-8 148549 1589314921293047761 1589314921293551371}
{0 mrtmp.srt-0-18 214339 1589314921295064952 1589314921295712964}
{0 mrtmp.srt-0-35 213591 1589314921297228338 1589314921297772765}
{0 mrtmp.srt-0-11 152803 1589314921298893144 1589314921299739289}
{0 mrtmp.srt-0-9 220847 1589314921301346485 1589314921302945608}
{0 mrtmp.srt-0-25 206373 1589314921304464922 1589314921305023915}
{0 mrtmp.srt-0-12 212699 1589314921306598821 1589314921307355705}
{0 mrtmp.srt-0-31 149077 1589314921308425658 1589314921308888814}
{0 mrtmp.srt-0-3 151431 1589314921310022861 1589314921310730105}
{0 mrtmp.srt-0-26 149941 1589314921311762019 1589314921312188825}
{0 mrtmp.srt-0-10 205625 1589314921313565397 1589314921314240306}
{0 mrtmp.srt-0-17 216139 1589314921315745749 1589314921316541993}
{0 mrtmp.srt-0-34 141945 1589314921317535342 1589314921317910757}
{0 mrtmp.srt-0-2 212339 1589314921319317037 1589314921320001618}
{0 mrtmp.srt-0-0 209217 1589314921321418816 1589314921322017074}
{0 mrtmp.srt-0-19 134297 1589314921323000403 1589314921323659826}
{0 mrtmp.srt-0-30 210039 1589314921325419964 1589314921326198591}
{0 mrtmp.srt-0-6 144819 1589314921327239069 1589314921327617410}
{0 mrtmp.srt-0-33 209905 1589314921329070711 1589314921329756362}
{0 mrtmp.srt-0-15 215287 1589314921331245923 1589314921331817563}
{0 mrtmp.srt-0-14 220069 1589314921333327530 1589314921334088689}
{10 mrtmp.srt-10-22 209149 1589314922299262701 1589314922304031212}
{10 mrtmp.srt-10-4 208825 1589314922305584749 1589314922306381528}
{10 mrtmp.srt-10-27 217889 1589314922307952725 1589314922309528124}
{10 mrtmp.srt-10-15 218291 1589314922311147496 1589314922311845224}
{10 mrtmp.srt-10-24 138889 1589314922312870979 1589314922313423795}
{10 mrtmp.srt-10-7 220149 1589314922314980052 1589314922315764868}
{10 mrtmp.srt-10-29 139909 1589314922316779339 1589314922317166595}
{10 mrtmp.srt-10-8 134423 1589314922318074242 1589314922318599510}
{10 mrtmp.srt-10-13 137755 1589314922319530293 1589314922319995670}
